name,sex,age,height,weight,team,year,season,sport,event,medal,country
"Mikhail Surenovich ""Misha"" Aloyan",M,23.0,164.0,52.0,Russia,2012.0,Summer,Boxing,Boxing Men's Flyweight,Bronze,Russia
Thomas Alsgaard (Alsgrd-),M,30.0,190.0,82.0,Norway,2002.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,Gold,Norway
Thomas Alsgaard (Alsgrd-),M,30.0,190.0,82.0,Norway,2002.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,Norway
Ida Alstad,F,27.0,172.0,60.0,Norway,2012.0,Summer,Handball,Handball Women's Handball,Gold,Norway
Ida Alstad,F,31.0,172.0,60.0,Norway,2016.0,Summer,Handball,Handball Women's Handball,Bronze,Norway
Lutz Altepost,M,26.0,193.0,92.0,Germany,2008.0,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Germany
Livia Altmann,F,19.0,165.0,64.0,Switzerland,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Switzerland
"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,2014.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,United States
Lzaro Jorge lvarez Estrada,M,21.0,173.0,60.0,Cuba,2012.0,Summer,Boxing,Boxing Men's Bantamweight,Bronze,Cuba
Lzaro Jorge lvarez Estrada,M,25.0,173.0,60.0,Cuba,2016.0,Summer,Boxing,Boxing Men's Lightweight,Bronze,Cuba
Yuri Alvear Orjuela,F,26.0,176.0,70.0,Colombia,2012.0,Summer,Judo,Judo Women's Middleweight,Bronze,Colombia
Yuri Alvear Orjuela,F,30.0,176.0,70.0,Colombia,2016.0,Summer,Judo,Judo Women's Middleweight,Silver,Colombia
Thiago Soares Alves,M,25.0,194.0,88.0,Brazil,2012.0,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil
Mohamed Aly Reda,M,29.0,190.0,91.0,Egypt,2004.0,Summer,Boxing,Boxing Men's Super-Heavyweight,Silver,Egypt
Ivan Vladimirovich Alypov,M,23.0,169.0,60.0,Russia,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze,Russia
Catello Amarante,M,24.0,177.0,73.0,Italy,2004.0,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,Italy
"Pablo ""Pol"" Amat Escud",M,30.0,183.0,78.0,Spain,2008.0,Summer,Hockey,Hockey Men's Hockey,Silver,Spain
"Efetobore ""Efe"" Ambrose Emuobo",M,19.0,187.0,70.0,Nigeria,2008.0,Summer,Football,Football Men's Football,Silver,Nigeria
Sbastien Amiez,M,29.0,180.0,87.0,France,2002.0,Winter,Alpine Skiing,Alpine Skiing Men's Slalom,Silver,France
Salvatore Amitrano,M,28.0,184.0,73.0,Italy,2004.0,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,Italy
Simon Ammann,M,20.0,171.0,55.0,Switzerland,2002.0,Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,Switzerland
Simon Ammann,M,20.0,171.0,55.0,Switzerland,2002.0,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,Switzerland
Simon Ammann,M,28.0,171.0,55.0,Switzerland,2010.0,Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,Switzerland
Simon Ammann,M,28.0,171.0,55.0,Switzerland,2010.0,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,Switzerland
"Anthony Lewis ""Tony"" Amonte",M,31.0,183.0,91.0,United States,2002.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,United States
Vanessa Amors Quiles,F,29.0,165.0,62.0,Spain,2012.0,Summer,Handball,Handball Women's Handball,Bronze,Spain
Nijel Carlos Amilfitano Amos,M,18.0,179.0,60.0,Botswana,2012.0,Summer,Athletics,Athletics Men's 800 metres,Silver,Botswana
Roman Amoyan,M,24.0,158.0,55.0,Armenia,2008.0,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,Armenia
Marwa Al-Amri,F,27.0,160.0,58.0,Tunisia,2016.0,Summer,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze,Tunisia
Stanley Amuzie,M,20.0,171.0,85.0,Nigeria,2016.0,Summer,Football,Football Men's Football,Bronze,Nigeria
An Ba-Ul,M,22.0,169.0,66.0,South Korea,2016.0,Summer,Judo,Judo Men's Half-Lightweight,Silver,South Korea
An Jeong-Hwa,F,27.0,162.0,62.0,South Korea,2008.0,Summer,Handball,Handball Women's Handball,Bronze,South Korea
An Kum-Ae,F,28.0,160.0,52.0,North Korea,2008.0,Summer,Judo,Judo Women's Half-Lightweight,Silver,North Korea
An Kum-Ae,F,32.0,160.0,52.0,North Korea,2012.0,Summer,Judo,Judo Women's Half-Lightweight,Gold,North Korea
Viktor An,M,20.0,170.0,65.0,South Korea,2006.0,Winter,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze,South Korea
Viktor An,M,20.0,170.0,65.0,South Korea,2006.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold,South Korea
Viktor An,M,20.0,170.0,65.0,South Korea,2006.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold,South Korea
Viktor An,M,20.0,170.0,65.0,South Korea,2006.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,South Korea
Viktor An,M,28.0,170.0,65.0,Russia,2014.0,Winter,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold,Russia
Viktor An,M,28.0,170.0,65.0,Russia,2014.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold,Russia
Viktor An,M,28.0,170.0,65.0,Russia,2014.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze,Russia
Viktor An,M,28.0,170.0,65.0,Russia,2014.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,Russia
An Yulong,M,23.0,173.0,70.0,China,2002.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,China
Mario Ani,M,20.0,195.0,84.0,Croatia,2004.0,Summer,Tennis,Tennis Men's Doubles,Bronze,Croatia
milie Andol,F,28.0,170.0,97.0,France,2016.0,Summer,Judo,Judo Women's Heavyweight,Gold,France
"Stefan ""Steve"" Anderhub",M,31.0,187.0,104.0,Switzerland-1,2002.0,Winter,Bobsleigh,Bobsleigh Men's Two,Silver,Switzerland
Anne Dsane Andersen,F,23.0,183.0,86.0,Denmark,2016.0,Summer,Rowing,Rowing Women's Coxless Pairs,Bronze,Denmark
Kristine Andersen,F,28.0,172.0,72.0,Denmark,2004.0,Summer,Handball,Handball Women's Handball,Gold,Denmark
Mads Christian Kruse Andersen,M,30.0,187.0,75.0,Denmark,2008.0,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,Denmark
nderson Lus de Abreu Oliveira,M,20.0,176.0,77.0,Brazil,2008.0,Summer,Football,Football Men's Football,Bronze,Brazil
Anderson de Oliveira Rodrigues,M,30.0,190.0,95.0,Brazil,2004.0,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil
Anderson de Oliveira Rodrigues,M,34.0,190.0,95.0,Brazil,2008.0,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil
Alyssa Jean Anderson,F,21.0,173.0,64.0,United States,2012.0,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,United States
Brett Franklin Anderson,M,20.0,193.0,104.0,United States,2008.0,Summer,Baseball,Baseball Men's Baseball,Bronze,United States
Craig Anthony Anderson,M,23.0,187.0,86.0,Australia,2004.0,Summer,Baseball,Baseball Men's Baseball,Silver,Australia
Haley Danita Anderson,F,20.0,178.0,68.0,United States,2012.0,Summer,Swimming,Swimming Women's 10 kilometres Open Water,Silver,United States
Jamie Louise Anderson,F,23.0,160.0,54.0,United States,2014.0,Winter,Snowboarding,Snowboarding Women's Slopestyle,Gold,United States
Jasey-Jay Anderson,M,34.0,178.0,80.0,Canada,2010.0,Winter,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Gold,Canada
"Matthew John ""Matt"" Anderson",M,29.0,202.0,100.0,United States,2016.0,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,United States
Anna Christina Andersson,F,20.0,169.0,63.0,Sweden,2002.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden
Cecilia Christine Elisabeth Andersson,F,23.0,179.0,74.0,Sweden,2006.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,Sweden
Gunilla Victoria Andersson,F,26.0,169.0,69.0,Sweden,2002.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden
Gunilla Victoria Andersson,F,30.0,169.0,69.0,Sweden,2006.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,Sweden
Jonna Andersson,F,23.0,167.0,61.0,Sweden,2016.0,Summer,Football,Football Women's Football,Silver,Sweden
Kim Verner Andersson,M,29.0,200.0,105.0,Sweden,2012.0,Summer,Handball,Handball Men's Handball,Silver,Sweden
Lina Marie Andersson,F,24.0,158.0,58.0,Sweden,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold,Sweden
Erik Mattias Andersson,M,34.0,186.0,95.0,Sweden,2012.0,Summer,Handball,Handball Men's Handball,Silver,Sweden
Kozue Ando,F,30.0,164.0,57.0,Japan,2012.0,Summer,Football,Football Women's Football,Silver,Japan
Yuya Ando,M,26.0,183.0,89.0,Japan,2004.0,Summer,Baseball,Baseball Men's Baseball,Bronze,Japan
Gunn Margit Aas Andreassen,F,28.0,177.0,60.0,Norway,2002.0,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,Norway
Andria Suntaque,F,26.0,175.0,65.0,Brazil,2004.0,Summer,Football,Football Women's Football,Silver,Brazil
Andria Suntaque,F,30.0,175.0,65.0,Brazil,2008.0,Summer,Football,Football Women's Football,Silver,Brazil
Frode Andresen,M,28.0,191.0,76.0,Norway,2002.0,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Norway
Frode Andresen,M,32.0,191.0,76.0,Norway,2006.0,Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze,Norway
Scott Andrews,M,24.0,175.0,85.0,Great Britain,2014.0,Winter,Curling,Curling Men's Curling,Silver,Great Britain
Valeriy Oleksandrovych Andriitsev,M,25.0,181.0,97.0,Ukraine,2012.0,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,Ukraine
Yekaterina Sergeyevna Andryushina,F,22.0,185.0,70.0,Russia,2008.0,Summer,Handball,Handball Women's Handball,Silver,Russia
Robert Sebastian Andrzejuk,M,33.0,179.0,75.0,Poland,2008.0,Summer,Fencing,"Fencing Men's epee, Team",Silver,Poland
Matteo Anesi,M,21.0,185.0,81.0,Italy,2006.0,Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold,Italy
Nadine Marejke Angerer,F,29.0,174.0,70.0,Germany,2008.0,Summer,Football,Football Women's Football,Bronze,Germany
Tobias Angerer,M,24.0,179.0,72.0,Germany,2002.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,Germany
Tobias Angerer,M,28.0,179.0,72.0,Germany,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze,Germany
Tobias Angerer,M,28.0,179.0,72.0,Germany,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,Germany
Tobias Angerer,M,32.0,179.0,72.0,Germany,2010.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Silver,Germany
Victor Chinedu Anichebe,M,20.0,192.0,94.0,Nigeria,2008.0,Summer,Football,Football Men's Football,Silver,Nigeria
Marina Vyacheslavovna Anissina (-Dzhigurda),F,26.0,162.0,52.0,France-1,2002.0,Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Gold,France
Martin Annen,M,27.0,181.0,98.0,Switzerland-2,2002.0,Winter,Bobsleigh,Bobsleigh Men's Two,Bronze,Switzerland
Martin Annen,M,31.0,181.0,98.0,Switzerland-1,2006.0,Winter,Bobsleigh,Bobsleigh Men's Two,Bronze,Switzerland
Martin Annen,M,31.0,181.0,98.0,Switzerland-1,2006.0,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,Switzerland
Noriko Anno,F,28.0,162.0,76.0,Japan,2004.0,Summer,Judo,Judo Women's Half-Heavyweight,Gold,Japan
Roman Sergeyevich Anoshkin,M,28.0,192.0,95.0,Russia,2016.0,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,Russia
Sajjad Anoushiravani Hamlabad,M,28.0,192.0,105.0,Iran,2012.0,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,Iran
Daniela Anschtz-Thoms,F,31.0,165.0,60.0,Germany,2006.0,Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,Germany
Daniela Anschtz-Thoms,F,35.0,165.0,60.0,Germany,2010.0,Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,Germany
Giselle Anne Ansley,F,24.0,176.0,73.0,Great Britain,2016.0,Summer,Hockey,Hockey Women's Hockey,Gold,Great Britain
Dana Antal,F,24.0,170.0,64.0,Canada,2002.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
Dborah Jessica Anthonioz,F,31.0,165.0,52.0,France,2010.0,Winter,Snowboarding,Snowboarding Women's Boardercross,Silver,France
Carmelo Kyan Anthony,M,20.0,203.0,109.0,United States,2004.0,Summer,Basketball,Basketball Men's Basketball,Bronze,United States
Carmelo Kyan Anthony,M,24.0,203.0,109.0,United States,2008.0,Summer,Basketball,Basketball Men's Basketball,Gold,United States
Carmelo Kyan Anthony,M,28.0,203.0,109.0,United States,2012.0,Summer,Basketball,Basketball Men's Basketball,Gold,United States
Carmelo Kyan Anthony,M,32.0,203.0,109.0,United States,2016.0,Summer,Basketball,Basketball Men's Basketball,Gold,United States
"Michael E. ""Mike"" Anti",M,40.0,173.0,73.0,United States,2004.0,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,United States
"Matthew ""Matt"" Antoine",M,28.0,190.0,84.0,United States,2014.0,Winter,Skeleton,Skeleton Men's Skeleton,Bronze,United States
Michele Antonioli,M,25.0,171.0,69.0,Italy,2002.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,Italy
Mariela Andrea Antoniska Arrondo,F,29.0,170.0,70.0,Argentina,2004.0,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
Oleg Antonov,M,28.0,198.0,88.0,Italy,2016.0,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Italy
Semyon Sergeyevich Antonov,M,23.0,202.0,97.0,Russia,2012.0,Summer,Basketball,Basketball Men's Basketball,Bronze,Russia
Vladislav Nikolayevich Antonov,M,22.0,179.0,80.0,Russia,2014.0,Winter,Luge,Luge Mixed Team Relay,Silver,Russia
Olena Anatolivna Antonova,F,36.0,180.0,95.0,Ukraine,2008.0,Summer,Athletics,Athletics Women's Discus Throw,Bronze,Ukraine
Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,Russia,2004.0,Summer,Athletics,Athletics Women's 400 metres,Bronze,Russia
Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,Russia,2004.0,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,Russia,2012.0,Summer,Athletics,Athletics Women's 400 metres Hurdles,Gold,Russia
Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,Russia,2012.0,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
Eref Apak,M,22.0,184.0,120.0,Turkey,2004.0,Summer,Athletics,Athletics Men's Hammer Throw,Bronze,Turkey
Nikolay Sergeyevich Apalikov,M,29.0,203.0,105.0,Russia,2012.0,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Russia
Onyekachi Apam,M,21.0,180.0,79.0,Nigeria,2008.0,Summer,Football,Football Men's Football,Silver,Nigeria
Katrin Apel,F,28.0,172.0,62.0,Germany,2002.0,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,Germany
Katrin Apel,F,32.0,172.0,62.0,Germany,2006.0,Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver,Germany
Emilia Elisabeth Appelqvist,F,26.0,168.0,65.0,Sweden,2016.0,Summer,Football,Football Women's Football,Silver,Sweden
Gillian Mary Apps,F,22.0,180.0,80.0,Canada,2006.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
Gillian Mary Apps,F,26.0,180.0,80.0,Canada,2010.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
Gillian Mary Apps,F,30.0,180.0,80.0,Canada,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
Javier Ignacio Aquino Carmona,M,22.0,165.0,62.0,Mexico,2012.0,Summer,Football,Football Men's Football,Gold,Mexico
Reyhan Arabacolu,M,21.0,170.0,77.0,Turkey,2004.0,Summer,Weightlifting,Weightlifting Men's Middleweight,Bronze,Turkey
Lorenzo Aragon Armenteros,M,30.0,163.0,69.0,Cuba,2004.0,Summer,Boxing,Boxing Men's Welterweight,Silver,Cuba
Hirooki Arai,M,28.0,180.0,62.0,Japan,2016.0,Summer,Athletics,Athletics Men's 50 kilometres Walk,Bronze,Japan
Shizuka Arakawa,F,24.0,164.0,50.0,Japan,2006.0,Winter,Figure Skating,Figure Skating Women's Singles,Gold,Japan
Erika Araki,F,27.0,186.0,78.0,Japan,2012.0,Summer,Volleyball,Volleyball Women's Volleyball,Bronze,Japan
Adriana dos Santos Arajo,F,30.0,167.0,60.0,Brazil,2012.0,Summer,Boxing,Boxing Women's Lightweight,Bronze,Brazil
Alexandra Araujo,F,32.0,167.0,67.0,Italy,2004.0,Summer,Water Polo,Water Polo Women's Water Polo,Gold,Italy
Eduard Arbs Borras,M,25.0,174.0,70.0,Spain,2008.0,Summer,Hockey,Hockey Men's Hockey,Silver,Spain
Katie Louise Archibald,F,22.0,178.0,70.0,Great Britain,2016.0,Summer,Cycling,Cycling Women's Team Pursuit,Gold,Great Britain
Yordanis Arencibia Verdecia,M,24.0,167.0,66.0,Cuba,2004.0,Summer,Judo,Judo Men's Half-Lightweight,Bronze,Cuba
Yordanis Arencibia Verdecia,M,28.0,167.0,66.0,Cuba,2008.0,Summer,Judo,Judo Men's Half-Lightweight,Bronze,Cuba
Joahnys Oscar Argilagos Prez,M,19.0,152.0,49.0,Cuba,2016.0,Summer,Boxing,Boxing Men's Light-Flyweight,Bronze,Cuba
Magomed Davudovich Aripgadzhiyev,M,26.0,185.0,81.0,Belarus,2004.0,Summer,Boxing,Boxing Men's Light-Heavyweight,Silver,Belarus
William Peixoto Arjona,M,37.0,186.0,78.0,Brazil,2016.0,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil
Anna Valeryevna Arkhipova,F,31.0,176.0,63.0,Russia,2004.0,Summer,Basketball,Basketball Women's Basketball,Bronze,Russia
Tobias Arlt,M,26.0,178.0,77.0,Germany-1,2014.0,Winter,Luge,Luge Mixed (Men)'s Doubles,Gold,Germany
Tobias Arlt,M,26.0,178.0,77.0,Germany,2014.0,Winter,Luge,Luge Mixed Team Relay,Gold,Germany
"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23.0,168.0,55.0,Great Britain,2012.0,Summer,Cycling,"Cycling Women's Road Race, Individual",Silver,Great Britain
Aaron Nigel Armstrong,M,30.0,173.0,70.0,Trinidad and Tobago,2008.0,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,Trinidad and Tobago
"Elizabeth ""Betsey"" Armstrong",F,25.0,188.0,77.0,United States,2008.0,Summer,Water Polo,Water Polo Women's Water Polo,Silver,United States
"Elizabeth ""Betsey"" Armstrong",F,29.0,188.0,77.0,United States,2012.0,Summer,Water Polo,Water Polo Women's Water Polo,Gold,United States
Dylan Armstrong,M,27.0,190.0,125.0,Canada,2008.0,Summer,Athletics,Athletics Men's Shot Put,Bronze,Canada
Kristin Ann Armstrong (-Savola),F,34.0,173.0,58.0,United States,2008.0,Summer,Cycling,Cycling Women's Individual Time Trial,Gold,United States
Kristin Ann Armstrong (-Savola),F,38.0,173.0,58.0,United States,2012.0,Summer,Cycling,Cycling Women's Individual Time Trial,Gold,United States
Kristin Ann Armstrong (-Savola),F,42.0,173.0,58.0,United States,2016.0,Summer,Cycling,Cycling Women's Individual Time Trial,Gold,United States
Judith Arndt,F,28.0,173.0,59.0,Germany,2004.0,Summer,Cycling,"Cycling Women's Road Race, Individual",Silver,Germany
Judith Arndt,F,36.0,173.0,59.0,Germany,2012.0,Summer,Cycling,Cycling Women's Individual Time Trial,Silver,Germany
Clemens Arnold,M,25.0,183.0,87.0,Germany,2004.0,Summer,Hockey,Hockey Men's Hockey,Bronze,Germany
Virginie Arnold,F,28.0,155.0,50.0,France,2008.0,Summer,Archery,Archery Women's Team,Bronze,France
Emilie Hegh Arntzen,F,22.0,183.0,78.0,Norway,2016.0,Summer,Handball,Handball Women's Handball,Bronze,Norway
"Jacob Joseph ""Jake"" Arrieta",M,22.0,193.0,102.0,United States,2008.0,Summer,Baseball,Baseball Men's Baseball,Bronze,United States
Christine Arron,F,30.0,177.0,64.0,France,2004.0,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,France
Ins Arrondo,F,26.0,167.0,58.0,Argentina,2004.0,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
Yevgeniya Viktorovna Artamonova-Estes,F,29.0,191.0,75.0,Russia,2004.0,Summer,Volleyball,Volleyball Women's Volleyball,Silver,Russia
Bakhtiyar Garifulayevich Artayev,M,21.0,183.0,75.0,Kazakhstan,2004.0,Summer,Boxing,Boxing Men's Welterweight,Gold,Kazakhstan
"Alexander Vladimirovich ""Sasha"" Artemev",M,22.0,168.0,73.0,United States,2008.0,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze,United States
Olga Dmitriyevna Arteshina,F,21.0,191.0,78.0,Russia,2004.0,Summer,Basketball,Basketball Women's Basketball,Bronze,Russia
Sedat Artu,M,28.0,162.0,56.0,Turkey,2004.0,Summer,Weightlifting,Weightlifting Men's Bantamweight,Bronze,Turkey
Migran Arutyunyan,M,27.0,166.0,67.0,Armenia,2016.0,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,Armenia
Andrey Nikolayevich Aryamnov,M,20.0,172.0,105.0,Belarus,2008.0,Summer,Weightlifting,Weightlifting Men's Heavyweight,Gold,Belarus
Mao Asada,F,19.0,163.0,50.0,Japan,2010.0,Winter,Figure Skating,Figure Skating Women's Singles,Silver,Japan
Laura Asadauskait-Zadneprovskien,F,28.0,160.0,49.0,Lithuania,2012.0,Summer,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold,Lithuania
Nobuharu Asahara,M,36.0,179.0,76.0,Japan,2008.0,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,Japan
Giorgi Asanidze,M,28.0,173.0,85.0,Georgia,2004.0,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,Georgia
Sergei Aschwanden,M,32.0,181.0,92.0,Switzerland,2008.0,Summer,Judo,Judo Men's Middleweight,Bronze,Switzerland
Sturla sgeirsson,M,28.0,182.0,80.0,Iceland,2008.0,Summer,Handball,Handball Men's Handball,Silver,Iceland
Glenn Ashby,M,30.0,170.0,76.0,Australia,2008.0,Summer,Sailing,Sailing Mixed Multihull,Silver,Australia
"Geraldina Rachel ""Dina"" Asher-Smith",F,20.0,164.0,55.0,Great Britain,2016.0,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,Great Britain
"Thomas John Mitchell ""Tom"" Ashley",M,24.0,188.0,70.0,New Zealand,2008.0,Summer,Sailing,Sailing Men's Windsurfer,Gold,New Zealand
Nickel Ashmeade,M,26.0,183.0,77.0,Jamaica,2016.0,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,Jamaica
Jessica Ashwood,F,23.0,173.0,64.0,Australia,2016.0,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Australia
Dimitra Asilian,F,32.0,170.0,60.0,Greece,2004.0,Summer,Water Polo,Water Polo Women's Water Polo,Silver,Greece
Fuad Aslanov,M,21.0,175.0,74.0,Azerbaijan,2004.0,Summer,Boxing,Boxing Men's Flyweight,Bronze,Azerbaijan
"Kosovare ""Kosse"" Asllani",F,27.0,166.0,56.0,Sweden,2016.0,Summer,Football,Football Women's Football,Silver,Sweden
Simon Olof Karl Aspelin,M,34.0,185.0,79.0,Sweden-2,2008.0,Summer,Tennis,Tennis Men's Doubles,Silver,Sweden
Valerio Aspromonte,M,25.0,187.0,84.0,Italy,2012.0,Summer,Fencing,"Fencing Men's Foil, Team",Gold,Italy
Sofia Assefa Abebe,F,24.0,167.0,52.0,Ethiopia,2012.0,Summer,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze,Ethiopia
Jenni Anna Christina Asserholt,F,17.0,172.0,71.0,Sweden,2006.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,Sweden
rad Suleyman Aumova,F,46.0,158.0,57.0,Azerbaijan,2004.0,Summer,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,Azerbaijan
Abbos Atayev,M,26.0,186.0,75.0,Uzbekistan,2012.0,Summer,Boxing,Boxing Men's Middleweight,Bronze,Uzbekistan
Arnr Atlason,M,24.0,191.0,91.0,Iceland,2008.0,Summer,Handball,Handball Men's Handball,Silver,Iceland
Musa Audu,M,24.0,174.0,75.0,Nigeria,2004.0,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,Nigeria
